pm25,Fips,Region,Longitude,lattitude
11.55466219,21183,east,-86.879363,37.456506
10.09014974,21195,east,-82.411115,37.447794
11.51146269,21227,east,-86.42455,36.986914
10.85117421,22017,east,-93.813906,32.527562
8.874309735,22019,east,-93.291757,30.237442
9.970396796,22033,east,-91.119654,30.480122
9.761818361,22047,east,-91.287188,30.275168
9.079453293,22051,east,-90.1514,29.935238
9.799970382,22055,east,-92.038879,30.207388
9.703961472,22073,east,-92.115857,32.509377
8.898717763,22079,east,-92.476589,31.262083
12.17835377,22087,east,-89.89026,29.922088
9.134486406,22105,east,-90.462949,30.607405
8.52827622,22109,east,-90.735917,29.541174
11.80267759,22121,east,-91.263053,30.452085
7.794286109,23001,east,-70.217663,44.135072
6.162443231,23003,east,-68.261663,46.637362
8.182713143,23005,east,-70.327978,43.784479
4.504539344,23009,east,-68.415711,44.512741
7.334425661,23011,east,-69.784554,44.399958
8.259663743,23017,east,-70.705175,44.324518
7.384146698,23019,east,-68.722469,45.17193
5.186250138,23021,east,-69.33369,45.565184
11.439402,24003,east,-76.576891,39.05786
11.02319241,24005,east,-76.612627,39.372206
11.6654864,24015,east,-75.951459,39.592628
9.529465227,24025,east,-76.290245,39.534674
10.66950806,24031,east,-77.124386,39.072608
10.92662487,24033,east,-76.882176,38.906334
10.91974308,24043,east,-77.774436,39.614696
11.37097505,24510,east,-76.617016,39.307956
9.194519141,25003,east,-73.209889,42.396128
8.282754469,25005,east,-71.102131,41.778329
7.94932478,25009,east,-70.970827,42.635475
9.244575815,25013,east,-72.571312,42.12756
8.031136658,25017,east,-71.275566,42.459085
8.550007225,25023,east,-70.818958,41.978877
9.78867233,25025,east,-71.073493,42.334948
8.83497904,25027,east,-71.840209,42.329642
8.935905257,26005,east,-85.903867,42.592727
8.404685362,26017,east,-83.917406,43.636656
9.208337684,26021,east,-86.426818,41.971239
14.62350044,26033,east,-84.497987,46.322274
9.140997525,26049,east,-83.700504,43.011877
9.253623807,26065,east,-84.469828,42.667752
10.07191614,26077,east,-85.561317,42.259641
10.22991573,26081,east,-85.612696,42.98864
9.535325011,26091,east,-84.065929,41.917635
9.669257987,26099,east,-82.951762,42.591138
6.745090669,26101,east,-86.135402,44.323788
6.153301135,26113,east,-85.145565,44.32747
10.37051575,26115,east,-83.484125,41.919053
9.090499545,26121,east,-86.21617,43.254681
10.0200565,26125,east,-83.305598,42.588233
9.993552897,26139,east,-86.049749,42.929975
9.888886373,26147,east,-82.597855,42.916954
10.10403363,26161,east,-83.759473,42.260331
10.88066898,26163,east,-83.19795,42.337237
9.568675895,27037,east,-93.120132,44.7588
9.649893097,27053,east,-93.362357,44.971331
9.594458505,27109,east,-92.442548,44.007477
10.20501528,27123,east,-93.106593,44.990915
6.263497796,27137,east,-92.404547,47.369145
9.422119122,27139,east,-93.510829,44.696343
8.559982001,27145,east,-94.495886,45.540863
10.28775072,28001,east,-91.354348,31.535545
10.75818239,28011,east,-90.830139,33.803284
10.64515282,28033,east,-89.992068,34.904345
11.9985755,28035,east,-89.276207,31.263019
9.768252804,28043,east,-89.803446,33.775041
8.993276148,28047,east,-89.079536,30.427896
11.44741176,28049,east,-90.305374,32.294333
9.705736842,28059,east,-88.633143,30.455709
12.15740416,28067,east,-89.17378,31.652274
11.49795496,28075,east,-88.678186,32.400078
11.30425346,28081,east,-88.682514,34.276904
11.37599007,29021,east,-94.827011,39.722544
9.823971087,29037,east,-94.376663,38.689373
10.19926434,29039,east,-93.885396,37.7305
9.609903963,29047,east,-94.474033,39.253674
10.13524001,29077,east,-93.316087,37.216298
11.17359214,29095,east,-94.463242,39.024005
10.93524172,29099,east,-90.499266,38.285842
12.52354908,29510,east,-90.242806,38.627718
8.18520239,30029,west,-114.321279,48.26788
6.875452723,30031,west,-111.186786,45.663871
8.030032537,30049,west,-112.153933,46.813873
11.46403863,30053,west,-115.359348,48.558617
8.294273219,30063,west,-113.968607,46.939971
7.18724327,30081,west,-114.117236,46.210173
5.135915593,30083,west,-104.458252,47.779342
6.170565849,30089,west,-115.084463,47.633114
8.858587963,30093,west,-112.562536,45.960929
9.376955991,31055,east,-96.050944,41.264027
7.367368191,31079,east,-98.417732,40.894156
8.503895549,31109,east,-96.681392,40.796701
10.00647548,31153,east,-96.031099,41.14287
8.759718223,31177,east,-96.198876,41.516281
6.672426098,32003,west,-115.117901,36.139215
7.203336877,32031,west,-119.763634,39.704166
5.711976321,33001,east,-71.436077,43.515202
10.20829917,33005,east,-72.242077,42.911802
6.83499782,33009,east,-71.89463,43.896067
8.349729187,33011,east,-71.582737,42.895585
8.515929497,33013,east,-71.637253,43.277704
7.59825818,33015,east,-71.077622,42.96287
8.827017943,34001,east,-74.621566,39.447721
9.035904514,34003,east,-74.059037,40.930457
9.876226443,34007,east,-75.029263,39.869213
9.117745276,34015,east,-75.136197,39.752778
10.65625785,34017,east,-74.069,40.740351
9.024159231,34021,east,-74.711654,40.252908
8.632512942,34023,east,-74.383918,40.494044
8.073528466,34027,east,-74.500442,40.867167
8.677115685,34029,east,-74.210903,39.918818
9.538970025,34031,east,-74.216831,40.946491
10.43235718,34039,east,-74.301654,40.657752
9.551346995,34041,east,-75.030699,40.803025
5.425800295,35001,west,-106.612469,35.101046
5.689096539,35005,west,-104.444987,33.355893
7.838288232,35013,west,-106.78167,32.274123
4.793643603,35017,west,-108.246748,32.708567
5.678738318,35025,west,-103.327764,32.728441
4.601408462,35045,west,-108.30406,36.577598
4.195687836,35049,west,-106.007134,35.588826
8.233488253,36001,east,-73.849077,42.662095
11.36712885,36005,east,-73.873207,40.846761
7.771279495,36013,east,-79.345719,42.2407
10.03482184,36029,east,-78.796303,42.859908
4.625279471,36031,east,-73.737594,44.162194
10.88435816,36047,east,-73.952247,40.649812
8.251590068,36055,east,-77.630324,43.159963
9.704765987,36059,east,-73.602538,40.715949
11.78490047,36061,east,-73.973533,40.769656
8.904244427,36063,east,-78.848097,43.146089
7.926522431,36067,east,-76.179117,43.048433
8.591969389,36071,east,-74.27948,41.406117
10.11464092,36081,east,-73.820376,40.714295
9.936354201,36085,east,-74.140923,40.582197
7.500271508,36101,east,-77.363147,42.283617
8.924973662,36103,east,-73.026232,40.833314
9.611337728,36119,east,-73.794013,41.057167
11.27216297,37001,east,-79.413917,36.076036
9.319477058,37021,east,-82.531461,35.59526
10.38364232,37033,east,-79.320014,36.406412
11.80627629,37035,east,-81.247567,35.695613
9.707310342,37037,east,-79.282856,35.702312
11.3768352,37051,east,-78.907247,35.056213
12.4339208,37057,east,-80.197806,35.816809
9.750803533,37061,east,-77.988007,34.924123
10.95433628,37063,east,-78.900356,35.998343
10.06275066,37065,east,-77.640306,35.916244
10.9714909,37067,east,-80.244596,36.1142
11.30812272,37071,east,-81.166447,35.284549
11.02296032,37081,east,-79.846984,36.052635
11.04506607,37087,east,-82.960527,35.523376
9.445622988,37099,east,-83.183862,35.313469
9.809390982,37107,east,-77.630588,35.250556
11.03374155,37111,east,-82.038396,35.686938
9.444095208,37117,east,-77.123835,35.83833
11.31513638,37119,east,-80.830859,35.231792
10.19447714,37121,east,-82.142844,35.977691
10.50680906,37123,east,-79.903306,35.340096
9.97160811,37147,east,-77.391082,35.589908
10.71083777,37155,east,-79.106531,34.658374
11.68106081,37159,east,-80.515502,35.617342
10.15078178,37173,east,-83.446528,35.421822
10.74783118,37183,east,-78.665751,35.796512
9.434592395,37189,east,-81.700107,36.217932
11.05994388,37191,east,-77.995343,35.364712
4.460193422,38007,west,-103.359665,46.990106
7.057676403,38015,west,-100.641038,46.890682
8.598158594,38017,east,-97.084444,46.899583
6.121487455,38057,west,-101.686375,47.284699
9.719606061,39009,east,-82.075082,39.356909
13.42467283,39017,east,-84.513194,39.427856
12.77689766,39023,east,-83.826362,39.921309
11.57535873,39025,east,-84.177419,39.059566
12.59366555,39035,east,-81.663852,41.460301
11.90924158,39049,east,-82.996532,39.990514
11.87576677,39057,east,-83.949396,39.712555
13.77098654,39061,east,-84.493792,39.179526
12.80782876,39081,east,-80.72585,40.360701
12.22845219,39087,east,-82.547506,38.530404
10.41507695,39093,east,-82.135816,41.370274
11.55638921,39095,east,-83.608466,41.649267
12.43476701,39099,east,-80.706497,41.052558
11.14905002,39103,east,-81.872052,41.11258
13.2179099,39113,east,-84.21859,39.750258
11.49441779,39133,east,-81.253721,41.172189
11.68509678,39135,east,-84.637188,39.74386
11.59470608,39145,east,-82.943068,38.78893
13.22464129,39151,east,-81.383599,40.819408
13.08298727,39153,east,-81.520637,41.095605
11.86468927,39165,east,-84.221759,39.440152
12.2328556,40001,east,-94.640694,35.896421
8.950643672,40015,east,-98.344737,35.136539
10.71640755,40097,east,-95.211238,36.314823
10.54913446,40101,east,-95.367134,35.686587
9.630628884,40109,east,-97.496525,35.509671
9.467113238,40115,east,-94.839825,36.861373
10.21787414,40121,east,-95.7143,34.939711
10.24512061,40135,east,-94.788897,35.484348
11.14721569,40143,east,-95.938999,36.124761
4.978396874,41017,west,-121.337204,43.996058
11.42258454,41025,west,-119.039719,43.461427
6.544022117,41029,west,-122.785659,42.389833
7.857464263,41033,west,-123.432362,42.362158
11.20113078,41035,west,-121.651634,42.662031
9.606104468,41037,west,-120.57698,42.713376
7.981165538,41039,west,-123.080812,43.989252
9.559339339,41043,west,-122.731425,44.544833
7.138978403,41051,west,-122.613233,45.522473
7.512537388,41059,west,-118.817308,45.637299
6.722891097,41061,west,-118.031311,45.325011
8.617499311,41067,west,-122.915144,45.496796
11.3551951,42001,east,-77.182542,39.854379
13.13606184,42003,east,-79.959705,40.440569
12.89725422,42007,east,-80.312675,40.695415
11.13210216,42011,east,-75.914242,40.377743
11.34289382,42017,east,-75.027841,40.254936
13.19562957,42021,east,-78.789233,40.435472
9.923461207,42027,east,-77.834459,40.887275
13.65442905,42029,east,-75.683302,39.988807
13.91946027,42041,east,-77.133685,40.201203
12.42092494,42043,east,-76.804656,40.324487
13.30819342,42045,east,-75.350636,39.912978
10.51107345,42049,east,-80.056979,42.052025
9.677218724,42069,east,-75.632209,41.43348
12.70204357,42071,east,-76.281219,40.06767
11.02053421,42085,east,-80.313128,41.294427
10.77400113,42091,east,-75.317433,40.170596
12.70918245,42095,east,-75.322072,40.702861
11.50099534,42101,east,-75.144793,39.998012
11.83817241,42125,east,-80.13855,40.182615
13.28131762,42129,east,-79.561874,40.326108
12.45974199,42133,east,-76.742183,39.927299
6.615917513,44003,east,-71.479529,41.704125
8.690118158,44007,east,-71.456165,41.852849
9.201633048,45019,east,-79.991379,32.809639
10.29711425,45025,east,-80.15629,34.654172
10.74002405,45037,east,-81.904462,33.771236
10.56304954,45041,east,-79.740304,34.065068
11.55859387,45045,east,-82.353114,34.861272
11.42280278,45063,east,-81.232319,33.949223
8.600290744,45073,east,-83.02142,34.715038
11.20392981,45079,east,-80.974331,34.035404
8.319356119,46011,east,-96.798488,44.34542
8.136039428,46013,east,-98.381992,45.538665
8.631981708,46029,east,-97.157383,44.939334
4.324735773,46033,west,-103.51523,43.693106
4.175900772,46071,west,-101.669286,43.76851
9.101323218,46099,east,-96.742201,43.601442
6.105285171,46103,west,-103.105497,44.045194
11.78239169,47009,east,-83.969238,35.754277
10.81533867,47037,east,-86.765764,36.156595
10.10449881,47045,east,-89.358984,36.060464
11.48099491,47065,east,-85.2301,35.095522
12.15526916,47093,east,-83.955932,35.973115
9.043445981,47099,east,-87.375807,35.205257
12.44565217,47105,east,-84.29551,35.744899
11.72111999,47107,east,-84.595909,35.41638
9.721455255,47113,east,-88.827384,35.628652
9.75586181,47119,east,-87.064841,35.616397
10.60753897,47125,east,-87.370428,36.510616
10.45914441,47141,east,-85.495277,36.157835
12.0353832,47145,east,-84.526726,35.87976
10.65805426,47157,east,-89.926902,35.133382
11.0539763,47163,east,-82.383596,36.530363
10.43105026,47165,east,-86.487509,36.436444
8.91112556,48029,east,-98.508944,29.453231
11.27783461,48037,east,-94.250198,33.43807
5.349603731,48043,west,-103.402219,29.994131
10.71133215,48061,east,-97.557442,26.082987
10.10295411,48113,east,-96.788828,32.803579
7.412241685,48135,west,-102.43482,31.867206
9.747651997,48139,east,-96.798436,32.391428
10.30508514,48141,west,-106.351813,31.770159
11.72795583,48201,east,-95.363056,29.787777
9.87371312,48203,east,-94.353085,32.548681
10.20476148,48215,east,-98.159799,26.242291
9.866045488,48245,east,-94.061768,29.98423
7.740238095,48303,west,-101.852068,33.570085
9.722218239,48355,east,-97.458944,27.747148
9.83538961,48361,east,-93.842055,30.114604
5.998856719,48375,west,-101.842212,35.257052
10.30459181,48439,east,-97.26583,32.76383
9.214647694,48453,east,-97.769809,30.321806
7.974543002,49003,west,-112.480319,41.595787
9.757740883,49005,west,-111.842117,41.751082
9.63155204,49011,west,-111.940753,41.00435
9.632232418,49035,west,-111.915566,40.655802
6.624555329,49045,west,-112.690027,40.415422
8.866858282,49049,west,-111.73671,40.236597
9.195894642,49057,west,-111.972867,41.232183
6.902222222,50003,east,-73.107955,43.029418
6.296836535,50007,east,-73.12727,44.475682
9.782239041,50021,east,-73.05306,43.595081
9.386445516,51003,east,-78.535282,38.024179
10.88170119,51013,east,-77.10826,38.880344
9.487578881,51036,east,-77.071609,37.344868
10.23620476,51041,east,-77.545895,37.419938
10.35345926,51059,east,-77.249565,38.840845
11.07506591,51069,east,-78.244616,39.192751
9.767818487,51087,east,-77.476994,37.584747
10.19076211,51107,east,-77.568819,39.064634
9.844875412,51139,east,-78.488469,38.613462
10.80190883,51165,east,-78.84438,38.466513
10.22153013,51520,east,-82.176193,36.611116
9.327618981,51680,east,-79.170205,37.403672
10.2577934,51710,east,-76.2599,36.885747
10.31459801,51770,east,-79.955711,37.276895
9.928186795,51775,east,-80.055836,37.286895
9.802806147,51810,east,-76.087179,36.834498
7.930779022,53011,west,-122.547831,45.692187
7.939444115,53033,west,-122.196851,47.548745
8.843770078,53053,west,-122.383565,47.171571
7.821491919,53061,west,-122.094183,47.976838
9.462252638,53077,west,-120.512943,46.482454
12.87641143,54003,east,-77.983926,39.462988
13.33980298,54009,east,-80.590963,40.296424
13.04372269,54011,east,-82.323238,38.412924
12.40518199,54029,east,-80.575484,40.504722
11.78324033,54033,east,-80.341952,39.297035
12.42048739,54039,east,-81.605694,38.34893
12.8436945,54049,east,-80.197936,39.499846
13.13186133,54051,east,-80.712893,39.907446
11.5568368,54061,east,-79.994783,39.634786
12.42332106,54069,east,-80.67612,40.078772
10.11442055,54081,east,-81.228271,37.771342
12.84036487,54107,east,-81.5317,39.259427
5.715239078,55003,east,-90.721893,46.337524
11.36628805,55009,east,-88.032769,44.493492
11.09874366,55025,east,-89.393668,43.071496
6.308197865,55041,east,-88.770485,45.604373
11.21919121,55043,east,-90.667336,42.876486
10.44092341,55059,east,-87.952431,42.568669
10.05857236,55063,east,-91.189127,43.859415
9.417947455,55071,east,-87.75858,44.102318
11.57593364,55079,east,-87.960713,43.034113
10.24811541,55087,east,-88.410017,44.336535
10.03094938,55089,east,-87.944718,43.329252
9.749491389,55109,east,-92.506966,45.028469
9.208059965,55111,east,-89.90087,43.444512
8.483094722,55119,east,-90.491269,45.191826
6.111594098,55125,east,-89.531836,46.024577
11.97597981,55133,east,-88.255888,43.036352
5.272252331,56005,west,-105.496159,44.085797
3.382625764,56009,west,-105.502721,42.857379
8.505595765,56013,west,-108.681116,43.098213
4.132739343,56021,west,-104.762083,41.196199
4.955570252,56029,west,-108.999016,44.568961
6.549239282,56033,west,-106.96813,44.783629
5.632586934,56035,west,-109.991147,42.750949
6.349709829,56037,west,-109.168198,41.640708
4.565808003,56039,west,-110.673534,43.612124
